region,sector,0
THA,Hotels and Restraurants,6.273695187447959e-06
THA,Transport,3.0447474013442296e-05
THA,Post and Telecommunications,1.3703364132849604e-05
THA,Finacial Intermediation and Business Activities,6.65167438654756e-05
THA,Public Administration,1.7501583823142975e-06
THA,"Education, Health and Other Services",1.692007261990662e-05
THA,Private Households,1.8891233749917237e-07
THA,Others,8.181035644097159e-07
THA,Re-export & Re-import,4.263960634923496e-12
ARG,Agriculture,9.749625966006429e-05
ARG,Fishing,1.9861550828608807e-06
ARG,Mining and Quarrying,1.836421645454008e-05
ARG,Food & Beverages,3.4453388265588006e-05
ARG,Textiles and Wearing Apparel,5.43226314921538e-06
ARG,Wood and Paper,3.6017420409589563e-06
ARG,"Petroleum, Chemical and Non-Metallic Mineral Products",1.646183210062423e-05
ARG,Metal Products,6.065152739773139e-06
ARG,Electrical and Machinery,3.055919874019726e-06
ARG,Transport Equipment,3.3786097156667703e-06
ARG,Other Manufacturing,5.483834863019623e-07
ARG,Recycling,2.384905020501169e-07
ARG,"Electricity, Gas and Water",4.550530738923841e-06
ARG,Construction,2.5790406986370385e-06
ARG,Maintenance and Repair,3.5505806213397e-07
ARG,Wholesale Trade,1.3199563950967615e-05
ARG,Retail Trade,4.5564422877156495e-06
ARG,Hotels and Restraurants,2.554215366317214e-06
ARG,Transport,1.7017551378251342e-05
ARG,Post and Telecommunications,4.188448414157569e-06
ARG,Finacial Intermediation and Business Activities,5.1828214956693185e-05
ARG,Public Administration,8.648329845633025e-07
ARG,"Education, Health and Other Services",5.2055697736070585e-06
ARG,Private Households,3.6212408318529797e-11
ARG,Others,1.0392991271131143e-08
ARG,Re-export & Re-import,4.052129003039439e-12
MYS,Agriculture,1.1463633057725746e-05
MYS,Fishing,7.667424312218015e-07
MYS,Mining and Quarrying,5.264009012630058e-06
MYS,Food & Beverages,1.5272883336745616e-05
MYS,Textiles and Wearing Apparel,1.3806665247126277e-05
MYS,Wood and Paper,1.8199097260489918e-05
MYS,"Petroleum, Chemical and Non-Metallic Mineral Products",2.1783231834527515e-05
MYS,Metal Products,1.3537544326930732e-05
MYS,Electrical and Machinery,0.00010462421596653455
MYS,Transport Equipment,2.856842377707369e-06
MYS,Other Manufacturing,5.065214740913581e-06
MYS,Recycling,6.828304350651842e-08
MYS,"Electricity, Gas and Water",6.4617924279831396e-06
MYS,Construction,8.140395782842166e-05
MYS,Maintenance and Repair,2.5465664982574943e-06
MYS,Wholesale Trade,3.282241889678639e-05
MYS,Retail Trade,7.300168729444088e-05
MYS,Hotels and Restraurants,2.1108189229438256e-05
MYS,Transport,3.0572752320153844e-05
MYS,Post and Telecommunications,7.5817612330140255e-06
MYS,Finacial Intermediation and Business Activities,6.183982723364187e-05
MYS,Public Administration,3.5451744211230466e-06
MYS,"Education, Health and Other Services",1.4607498729902173e-05
MYS,Private Households,4.677632861252141e-13
MYS,Others,4.935996227640509e-14
MYS,Re-export & Re-import,1.3620492420522825e-12
GAB,Agriculture,7.429421080265663e-07
GAB,Fishing,4.718413389558639e-08
GAB,Mining and Quarrying,6.040315587874481e-06
GAB,Food & Beverages,6.92515361133429e-08
GAB,Textiles and Wearing Apparel,5.261014707288843e-08
GAB,Wood and Paper,6.88569290928193e-07
GAB,"Petroleum, Chemical and Non-Metallic Mineral Products",3.313391291244774e-07
GAB,Metal Products,2.559935014010747e-07
GAB,Electrical and Machinery,3.5122859558280455e-07
GAB,Transport Equipment,4.95425967015744e-08
GAB,Other Manufacturing,5.459402318613708e-08
GAB,Recycling,6.881807521152473e-09
GAB,"Electricity, Gas and Water",6.378213681395094e-07
GAB,Construction,7.07192267715181e-07
GAB,Maintenance and Repair,4.68837774205528e-08
GAB,Wholesale Trade,8.596789968321514e-07
GAB,Retail Trade,1.8129418214834975e-07
GAB,Hotels and Restraurants,1.3154780334192934e-07
GAB,Transport,1.7413850286561023e-06
GAB,Post and Telecommunications,6.388881943715266e-07
GAB,Finacial Intermediation and Business Activities,2.904207835560208e-06
GAB,Public Administration,4.11228898886042e-08
GAB,"Education, Health and Other Services",3.5743088384935574e-07
GAB,Private Households,2.380671409333902e-08
GAB,Others,1.5429165382873876e-08
GAB,Re-export & Re-import,1.8278643043641034e-12
PER,Agriculture,1.8595858234730314e-05
